province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Brunei,2020-06-26,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-26,21.9162,95.956,POINT(95.956 21.9162),293,6,215,72,,,Burma
,Cambodia,2020-06-26,11.55,104.9167,POINT(104.9167 11.55),139,0,129,10,,,Cambodia
,Indonesia,2020-06-26,-0.7893,113.9213,POINT(113.9213 -0.7893),51427,2683,21333,27411,,,Indonesia
,Laos,2020-06-26,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-26,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8606,121,8294,191,,,Malaysia
,Philippines,2020-06-26,12.879721,121.77401699999999,POINT(121.774017 12.879721),34073,1224,9182,23667,,,Philippines
,Singapore,2020-06-26,1.2833,103.8333,POINT(103.8333 1.2833),42955,26,36825,6104,,,Singapore
,Thailand,2020-06-26,15.870032,100.992541,POINT(100.992541 15.870032),3162,58,3040,64,,,Thailand
,Timor-Leste,2020-06-26,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-26,14.058323999999999,108.277199,POINT(108.277199 14.058324),353,0,330,23,,,Vietnam
,Brunei,2020-04-27,4.5353,114.7277,POINT(114.7277 4.5353),138,1,124,13,,,Brunei
,Burma,2020-04-27,21.9162,95.956,POINT(95.956 21.9162),146,5,16,125,,,Burma
,Cambodia,2020-04-27,11.55,104.9167,POINT(104.9167 11.55),122,0,119,3,,,Cambodia
,Indonesia,2020-04-27,-0.7893,113.9213,POINT(113.9213 -0.7893),9096,765,1151,7180,,,Indonesia
,Laos,2020-04-27,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,7,12,,,Laos
,Malaysia,2020-04-27,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5820,99,3957,1764,,,Malaysia
,Philippines,2020-04-27,12.879721,121.77401699999999,POINT(121.774017 12.879721),7777,511,932,6334,,,Philippines
,Singapore,2020-04-27,1.2833,103.8333,POINT(103.8333 1.2833),14423,14,1095,13314,,,Singapore
,Thailand,2020-04-27,15.870032,100.992541,POINT(100.992541 15.870032),2931,52,2609,270,,,Thailand
,Timor-Leste,2020-04-27,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,2,22,,,Timor-Leste
,Vietnam,2020-04-27,14.058323999999999,108.277199,POINT(108.277199 14.058324),270,0,225,45,,,Vietnam
,Brunei,2020-06-10,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-06-10,21.9162,95.956,POINT(95.956 21.9162),248,6,165,77,,,Burma
,Cambodia,2020-06-10,11.55,104.9167,POINT(104.9167 11.55),126,0,125,1,,,Cambodia
,Indonesia,2020-06-10,-0.7893,113.9213,POINT(113.9213 -0.7893),34316,1959,12129,20228,,,Indonesia
,Laos,2020-06-10,19.85627,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-10,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8338,118,7014,1206,,,Malaysia
,Philippines,2020-06-10,12.879721,121.774017,POINT(121.774017 12.879721),23732,1027,4895,17810,,,Philippines
,Singapore,2020-06-10,1.2833,103.8333,POINT(103.8333 1.2833),38965,25,26532,12408,,,Singapore
,Thailand,2020-06-10,15.870032,100.992541,POINT(100.992541 15.870032),3125,58,2981,86,,,Thailand
,Timor-Leste,2020-06-10,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-10,14.058324,108.277199,POINT(108.277199 14.058324),332,0,320,12,,,Vietnam
,Brunei,2020-05-21,4.5353,114.7277,POINT(114.7277 4.5353),141,1,136,4,,,Brunei
,Burma,2020-05-21,21.9162,95.956,POINT(95.956 21.9162),199,6,108,85,,,Burma
,Cambodia,2020-05-21,11.55,104.9167,POINT(104.9167 11.55),123,0,122,1,,,Cambodia
,Indonesia,2020-05-21,-0.7893,113.9213,POINT(113.9213 -0.7893),20162,1278,4838,14046,,,Indonesia
,Laos,2020-05-21,19.85627,102.495496,POINT(102.495496 19.85627),19,0,14,5,,,Laos
,Malaysia,2020-05-21,4.2104839999999992,101.975766,POINT(101.975766 4.210484),7059,114,5796,1149,,,Malaysia
,Philippines,2020-05-21,12.879721,121.774017,POINT(121.774017 12.879721),13434,846,3000,9588,,,Philippines
,Singapore,2020-05-21,1.2833,103.8333,POINT(103.8333 1.2833),29812,23,12117,17672,,,Singapore
,Thailand,2020-05-21,15.870032,100.992541,POINT(100.992541 15.870032),3037,56,2897,84,,,Thailand
,Timor-Leste,2020-05-21,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-05-21,14.058324,108.277199,POINT(108.277199 14.058324),324,0,266,58,,,Vietnam
,Brunei,2020-12-26,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-26,21.9162,95.956,POINT(95.956 21.9162),121280,2579,102163,16538,,,Burma
,Cambodia,2020-12-26,11.55,104.9167,POINT(104.9167 11.55),364,0,356,8,,,Cambodia
,Indonesia,2020-12-26,-0.7893,113.9213,POINT(113.9213 -0.7893),706837,20994,576693,109150,,,Indonesia
,Laos,2020-12-26,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-26,4.2104839999999992,101.975766,POINT(101.975766 4.210484),103900,451,83414,20035,,,Malaysia
,Philippines,2020-12-26,12.879721,121.774017,POINT(121.774017 12.879721),469005,9067,431055,28883,,,Philippines
,Singapore,2020-12-26,1.2833,103.8333,POINT(103.8333 1.2833),58519,29,58362,128,,,Singapore
,Thailand,2020-12-26,15.870032,100.992541,POINT(100.992541 15.870032),6123,60,4161,1902,,,Thailand
,Timor-Leste,2020-12-26,-8.874217,125.727539,POINT(125.727539 -8.874217),41,0,32,9,,,Timor-Leste
,Vietnam,2020-12-26,14.058324,108.277199,POINT(108.277199 14.058324),1440,35,1303,102,,,Vietnam
,Brunei,2020-08-27,4.5353,114.7277,POINT(114.7277 4.5353),144,3,139,2,,,Brunei
,Burma,2020-08-27,21.9162,95.956,POINT(95.956 21.9162),602,6,349,247,,,Burma
,Cambodia,2020-08-27,11.55,104.9167,POINT(104.9167 11.55),273,0,265,8,,,Cambodia
,Indonesia,2020-08-27,-0.7893,113.9213,POINT(113.9213 -0.7893),162884,7064,118575,37245,,,Indonesia
,Laos,2020-08-27,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-08-27,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9296,125,8994,177,,,Malaysia
,Philippines,2020-08-27,12.879721,121.774017,POINT(121.774017 12.879721),205581,3234,133990,68357,,,Philippines
,Singapore,2020-08-27,1.2833,103.8333,POINT(103.8333 1.2833),56572,27,55139,1406,,,Singapore
,Thailand,2020-08-27,15.870032,100.992541,POINT(100.992541 15.870032),3410,58,3237,115,,,Thailand
,Timor-Leste,2020-08-27,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-08-27,14.058324,108.277199,POINT(108.277199 14.058324),1036,30,637,369,,,Vietnam
,Thailand,2020-02-02,,,,19,0,5,,,,
,Singapore,2020-02-02,,,,18,0,0,,,,
,Malaysia,2020-02-02,,,,8,0,0,,,,
,Vietnam,2020-02-02,,,,6,0,1,,,,
,Philippines,2020-02-02,,,,2,1,0,,,,
,Cambodia,2020-02-02,,,,1,0,0,,,,
,Brunei,2020-05-31,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-05-31,21.9162,95.956,POINT(95.956 21.9162),224,6,138,80,,,Burma
,Cambodia,2020-05-31,11.55,104.9167,POINT(104.9167 11.55),125,0,123,2,,,Cambodia
,Indonesia,2020-05-31,-0.7893,113.9213,POINT(113.9213 -0.7893),26473,1613,7308,17552,,,Indonesia
,Laos,2020-05-31,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,16,3,,,Laos
,Malaysia,2020-05-31,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),7819,115,6353,1351,,,Malaysia
,Philippines,2020-05-31,12.879721,121.77401699999999,POINT(121.774017 12.879721),18086,957,3909,13220,,,Philippines
,Singapore,2020-05-31,1.2833,103.8333,POINT(103.8333 1.2833),34884,23,21699,13162,,,Singapore
,Thailand,2020-05-31,15.870032,100.992541,POINT(100.992541 15.870032),3081,57,2963,61,,,Thailand
,Timor-Leste,2020-05-31,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-05-31,14.058323999999999,108.277199,POINT(108.277199 14.058324),328,0,279,49,,,Vietnam
,Brunei,2020-11-24,4.5353,114.7277,POINT(114.7277 4.5353),150,3,145,2,,,Brunei
,Burma,2020-11-24,21.9162,95.956,POINT(95.956 21.9162),82236,1784,60965,19487,,,Burma
,Cambodia,2020-11-24,11.55,104.9167,POINT(104.9167 11.55),307,0,298,9,,,Cambodia
,Indonesia,2020-11-24,-0.7893,113.9213,POINT(113.9213 -0.7893),506302,16111,425313,64878,,,Indonesia
,Laos,2020-11-24,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,15,,,Laos
,Malaysia,2020-11-24,4.2104839999999992,101.975766,POINT(101.975766 4.210484),58847,341,44153,14353,,,Malaysia
,Philippines,2020-11-24,12.879721,121.774017,POINT(121.774017 12.879721),421722,8185,386792,26745,,,Philippines
,Singapore,2020-11-24,1.2833,103.8333,POINT(103.8333 1.2833),58183,28,58079,76,,,Singapore
,Thailand,2020-11-24,15.870032,100.992541,POINT(100.992541 15.870032),3926,60,3780,86,,,Thailand
,Timor-Leste,2020-11-24,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-24,14.058324,108.277199,POINT(108.277199 14.058324),1316,35,1153,128,,,Vietnam
,Brunei,2020-09-03,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-03,21.9162,95.956,POINT(95.956 21.9162),1111,6,359,746,,,Burma
,Cambodia,2020-09-03,11.55,104.9167,POINT(104.9167 11.55),274,0,272,2,,,Cambodia
,Indonesia,2020-09-03,-0.7893,113.9213,POINT(113.9213 -0.7893),184268,7750,132055,44463,,,Indonesia
,Laos,2020-09-03,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-09-03,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9374,128,9083,163,,,Malaysia
,Philippines,2020-09-03,12.879721,121.774017,POINT(121.774017 12.879721),228403,3688,159475,65240,,,Philippines
,Singapore,2020-09-03,1.2833,103.8333,POINT(103.8333 1.2833),56908,27,56028,853,,,Singapore
,Thailand,2020-09-03,15.870032,100.992541,POINT(100.992541 15.870032),3431,58,3277,96,,,Thailand
,Timor-Leste,2020-09-03,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-03,14.058324,108.277199,POINT(108.277199 14.058324),1046,35,755,256,,,Vietnam
,Laos,2020-09-18,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-09-18,4.2104839999999992,101.975766,POINT(101.975766 4.210484),10147,129,9264,754,,,Malaysia
,Philippines,2020-09-18,12.879721,121.774017,POINT(121.774017 12.879721),279526,4830,208790,65906,,,Philippines
,Singapore,2020-09-18,1.2833,103.8333,POINT(103.8333 1.2833),57543,27,57071,445,,,Singapore
,Thailand,2020-09-18,15.870032,100.992541,POINT(100.992541 15.870032),3497,58,3328,111,,,Thailand
,Timor-Leste,2020-09-18,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,26,1,,,Timor-Leste
,Vietnam,2020-09-18,14.058324,108.277199,POINT(108.277199 14.058324),1068,35,941,92,,,Vietnam
,Brunei,2020-04-18,4.5353,114.7277,POINT(114.7277 4.5353),137,1,113,23,,,Brunei
,Burma,2020-04-18,21.9162,95.956,POINT(95.956 21.9162),98,5,5,88,,,Burma
,Cambodia,2020-04-18,11.55,104.9167,POINT(104.9167 11.55),122,0,103,19,,,Cambodia
,Indonesia,2020-04-18,-0.7893,113.9213,POINT(113.9213 -0.7893),6248,535,631,5082,,,Indonesia
,Laos,2020-04-18,19.85627,102.495496,POINT(102.495496 19.85627),19,0,2,17,,,Laos
,Malaysia,2020-04-18,4.210484,101.975766,POINT(101.975766 4.210484),5305,88,3102,2115,,,Malaysia
,Philippines,2020-04-18,12.879721,121.774017,POINT(121.774017 12.879721),6087,397,516,5174,,,Philippines
,Singapore,2020-04-18,1.2833,103.8333,POINT(103.8333 1.2833),5992,11,740,5241,,,Singapore
,Thailand,2020-04-18,15.870032,100.992541,POINT(100.992541 15.870032),2733,47,1787,899,,,Thailand
,Timor-Leste,2020-04-18,-8.874217,125.727539,POINT(125.727539 -8.874217),18,0,1,17,,,Timor-Leste
,Vietnam,2020-04-18,14.058324,108.277199,POINT(108.277199 14.058324),268,0,201,67,,,Vietnam
,Brunei,2020-08-13,4.5353,114.7277,POINT(114.7277 4.5353),142,3,138,1,,,Brunei
,Burma,2020-08-13,21.9162,95.956,POINT(95.956 21.9162),369,6,321,42,,,Burma
,Cambodia,2020-08-13,11.55,104.9167,POINT(104.9167 11.55),273,0,225,48,,,Cambodia
,Indonesia,2020-08-13,-0.7893,113.9213,POINT(113.9213 -0.7893),132816,5968,87558,39290,,,Indonesia
,Laos,2020-08-13,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-08-13,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9129,125,8821,183,,,Malaysia
,Philippines,2020-08-13,12.879721,121.774017,POINT(121.774017 12.879721),147526,2426,70387,74713,,,Philippines
,Singapore,2020-08-13,1.2833,103.8333,POINT(103.8333 1.2833),55497,27,50736,4734,,,Singapore
,Thailand,2020-08-13,15.870032,100.992541,POINT(100.992541 15.870032),3359,58,3169,132,,,Thailand
,Timor-Leste,2020-08-13,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-13,14.058324,108.277199,POINT(108.277199 14.058324),911,21,425,465,,,Vietnam
,Thailand,2020-02-01,,,,19,0,5,,,,
,Singapore,2020-02-01,,,,16,0,0,,,,
,Malaysia,2020-02-01,,,,8,0,0,,,,
,Vietnam,2020-02-01,,,,6,0,1,,,,
,Cambodia,2020-02-01,,,,1,0,0,,,,
,Philippines,2020-02-01,,,,1,0,0,,,,
,Brunei,2020-11-23,4.5353,114.7277,POINT(114.7277 4.5353),149,3,145,1,,,Brunei
,Burma,2020-11-23,21.9162,95.956,POINT(95.956 21.9162),80505,1765,59888,18852,,,Burma
,Cambodia,2020-11-23,11.55,104.9167,POINT(104.9167 11.55),306,0,296,10,,,Cambodia
,Indonesia,2020-11-23,-0.7893,113.9213,POINT(113.9213 -0.7893),502110,16002,422386,63722,,,Indonesia
,Laos,2020-11-23,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,15,,,Laos
,Malaysia,2020-11-23,4.2104839999999992,101.975766,POINT(101.975766 4.210484),56659,337,42480,13842,,,Malaysia
,Philippines,2020-11-23,12.879721,121.774017,POINT(121.774017 12.879721),420614,8173,386604,25837,,,Philippines
,Singapore,2020-11-23,1.2833,103.8333,POINT(103.8333 1.2833),58165,28,58071,66,,,Singapore
,Thailand,2020-11-23,15.870032,100.992541,POINT(100.992541 15.870032),3922,60,3772,90,,,Thailand
,Timor-Leste,2020-11-23,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-23,14.058324,108.277199,POINT(108.277199 14.058324),1312,35,1151,126,,,Vietnam
,Brunei,2020-12-25,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-25,21.9162,95.956,POINT(95.956 21.9162),120546,2552,100940,17054,,,Burma
,Cambodia,2020-12-25,11.55,104.9167,POINT(104.9167 11.55),363,0,355,8,,,Cambodia
,Indonesia,2020-12-25,-0.7893,113.9213,POINT(113.9213 -0.7893),700097,20847,570304,108946,,,Indonesia
,Laos,2020-12-25,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-25,4.2104839999999992,101.975766,POINT(101.975766 4.210484),101565,449,82540,18576,,,Malaysia
,Philippines,2020-12-25,12.879721,121.774017,POINT(121.774017 12.879721),467601,9062,430791,27748,,,Philippines
,Singapore,2020-12-25,1.2833,103.8333,POINT(103.8333 1.2833),58509,29,58352,128,,,Singapore
,Thailand,2020-12-25,15.870032,100.992541,POINT(100.992541 15.870032),6020,60,4152,1808,,,Thailand
,Timor-Leste,2020-12-25,-8.874217,125.727539,POINT(125.727539 -8.874217),41,0,32,9,,,Timor-Leste
,Vietnam,2020-12-25,14.058324,108.277199,POINT(108.277199 14.058324),1439,35,1303,101,,,Vietnam
,Brunei,2020-04-08,4.5353,114.7277,POINT(114.7277 4.5353),135,1,91,43,,,Brunei
,Burma,2020-04-08,21.9162,95.956,POINT(95.956 21.9162),22,3,0,19,,,Burma
,Cambodia,2020-04-08,11.55,104.9167,POINT(104.9167 11.55),117,0,63,54,,,Cambodia
,Indonesia,2020-04-08,-0.7893,113.9213,POINT(113.9213 -0.7893),2956,240,222,2494,,,Indonesia
,Laos,2020-04-08,19.856270000000002,102.495496,POINT(102.495496 19.85627),15,0,0,15,,,Laos
,Malaysia,2020-04-08,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),4119,65,1487,2567,,,Malaysia
,Philippines,2020-04-08,12.879721,121.77401699999999,POINT(121.774017 12.879721),3870,182,96,3592,,,Philippines
,Singapore,2020-04-08,1.2833,103.8333,POINT(103.8333 1.2833),1623,6,406,1211,,,Singapore
,Thailand,2020-04-08,15.870032,100.992541,POINT(100.992541 15.870032),2369,30,888,1451,,,Thailand
,Timor-Leste,2020-04-08,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-08,14.058323999999999,108.277199,POINT(108.277199 14.058324),251,0,126,125,,,Vietnam
,Brunei,2020-09-02,4.5353,114.7277,POINT(114.7277 4.5353),144,3,139,2,,,Brunei
,Burma,2020-09-02,21.9162,95.956,POINT(95.956 21.9162),995,6,358,631,,,Burma
,Cambodia,2020-09-02,11.55,104.9167,POINT(104.9167 11.55),274,0,271,3,,,Cambodia
,Indonesia,2020-09-02,-0.7893,113.9213,POINT(113.9213 -0.7893),180646,7616,129971,43059,,,Indonesia
,Laos,2020-09-02,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-09-02,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9360,128,9079,153,,,Malaysia
,Philippines,2020-09-02,12.879721,121.774017,POINT(121.774017 12.879721),226440,3623,158610,64207,,,Philippines
,Singapore,2020-09-02,1.2833,103.8333,POINT(103.8333 1.2833),56860,27,55891,942,,,Singapore
,Thailand,2020-09-02,15.870032,100.992541,POINT(100.992541 15.870032),3427,58,3277,92,,,Thailand
,Timor-Leste,2020-09-02,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-02,14.058324,108.277199,POINT(108.277199 14.058324),1046,34,746,266,,,Vietnam
,Brunei,2020-08-26,4.5353,114.7277,POINT(114.7277 4.5353),144,3,139,2,,,Brunei
,Burma,2020-08-26,21.9162,95.956,POINT(95.956 21.9162),580,6,345,229,,,Burma
,Cambodia,2020-08-26,11.55,104.9167,POINT(104.9167 11.55),273,0,264,9,,,Cambodia
,Indonesia,2020-08-26,-0.7893,113.9213,POINT(113.9213 -0.7893),160165,6944,115409,37812,,,Indonesia
,Laos,2020-08-26,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-08-26,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9291,125,8978,188,,,Malaysia
,Philippines,2020-08-26,12.879721,121.774017,POINT(121.774017 12.879721),202361,3137,133460,65764,,,Philippines
,Singapore,2020-08-26,1.2833,103.8333,POINT(103.8333 1.2833),56495,27,54971,1497,,,Singapore
,Thailand,2020-08-26,15.870032,100.992541,POINT(100.992541 15.870032),3404,58,3237,109,,,Thailand
,Timor-Leste,2020-08-26,-8.874217,125.727539,POINT(125.727539 -8.874217),26,0,25,1,,,Timor-Leste
,Vietnam,2020-08-26,14.058324,108.277199,POINT(108.277199 14.058324),1034,30,632,372,,,Vietnam
,Malaysia,2020-03-16,4.2105,101.9758,POINT(101.9758 4.2105),566,0,42,,,,
,Singapore,2020-03-16,1.3521,103.8198,POINT(103.8198 1.3521),243,0,109,,,,
,Thailand,2020-03-16,15.87,100.9925,POINT(100.9925 15.87),147,1,35,,,,
,Philippines,2020-03-16,12.8797,121.774,POINT(121.774 12.8797),142,12,2,,,,
,Indonesia,2020-03-16,-0.7893,113.9213,POINT(113.9213 -0.7893),134,5,8,,,,
,Vietnam,2020-03-16,14.0583,108.2772,POINT(108.2772 14.0583),61,0,16,,,,
,Brunei,2020-03-16,4.5353,114.7277,POINT(114.7277 4.5353),54,0,0,,,,
,Cambodia,2020-03-16,12.5657,104.991,POINT(104.991 12.5657),7,0,1,,,,
,Brunei,2020-08-20,4.5353,114.7277,POINT(114.7277 4.5353),143,3,139,1,,,Brunei
,Burma,2020-08-20,21.9162,95.956,POINT(95.956 21.9162),399,6,333,60,,,Burma
,Cambodia,2020-08-20,11.55,104.9167,POINT(104.9167 11.55),273,0,253,20,,,Cambodia
,Indonesia,2020-08-20,-0.7893,113.9213,POINT(113.9213 -0.7893),147211,6418,100674,40119,,,Indonesia
,Laos,2020-08-20,19.85627,102.495496,POINT(102.495496 19.85627),22,0,19,3,,,Laos
,Malaysia,2020-08-20,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9240,125,8932,183,,,Malaysia
,Philippines,2020-08-20,12.879721,121.774017,POINT(121.774017 12.879721),178022,2883,114114,61025,,,Philippines
,Singapore,2020-08-20,1.2833,103.8333,POINT(103.8333 1.2833),56099,27,53119,2953,,,Singapore
,Thailand,2020-08-20,15.870032,100.992541,POINT(100.992541 15.870032),3389,58,3218,113,,,Thailand
,Timor-Leste,2020-08-20,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,25,0,,,Timor-Leste
,Vietnam,2020-08-20,14.058324,108.277199,POINT(108.277199 14.058324),1007,25,542,440,,,Vietnam
,Thailand,2020-01-25,,,,7,,,,,,
,Singapore,2020-01-25,,,,3,,,,,,
,Vietnam,2020-01-25,,,,2,,,,,,
,Malaysia,2020-01-25,,,,3,,,,,,
,Brunei,2020-11-20,4.5353,114.7277,POINT(114.7277 4.5353),148,3,145,0,,,Brunei
,Burma,2020-11-20,21.9162,95.956,POINT(95.956 21.9162),76414,1695,56601,18118,,,Burma
,Cambodia,2020-11-20,11.55,104.9167,POINT(104.9167 11.55),305,0,295,10,,,Cambodia
,Indonesia,2020-11-20,-0.7893,113.9213,POINT(113.9213 -0.7893),488310,15678,410552,62080,,,Indonesia
,Laos,2020-11-20,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,2,,,Laos
,Malaysia,2020-11-20,4.2104839999999992,101.975766,POINT(101.975766 4.210484),52638,329,39088,13221,,,Malaysia
,Philippines,2020-11-20,12.879721,121.774017,POINT(121.774017 12.879721),415067,8025,375237,31805,,,Philippines
,Singapore,2020-11-20,1.2833,103.8333,POINT(103.8333 1.2833),58143,28,58058,57,,,Singapore
,Thailand,2020-11-20,15.870032,100.992541,POINT(100.992541 15.870032),3902,60,3756,86,,,Thailand
,Timor-Leste,2020-11-20,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-20,14.058324,108.277199,POINT(108.277199 14.058324),1305,35,1142,128,,,Vietnam
,Brunei,2020-11-27,4.5353,114.7277,POINT(114.7277 4.5353),150,3,145,2,,,Brunei
,Burma,2020-11-27,21.9162,95.956,POINT(95.956 21.9162),86633,1865,65972,18796,,,Burma
,Cambodia,2020-11-27,11.55,104.9167,POINT(104.9167 11.55),308,0,299,9,,,Cambodia
,Indonesia,2020-11-27,-0.7893,113.9213,POINT(113.9213 -0.7893),522581,16521,437456,68604,,,Indonesia
,Laos,2020-11-27,19.85627,102.495496,POINT(102.495496 19.85627),39,0,24,15,,,Laos
,Malaysia,2020-11-27,4.2104839999999992,101.975766,POINT(101.975766 4.210484),61861,350,50204,11307,,,Malaysia
,Philippines,2020-11-27,12.879721,121.774017,POINT(121.774017 12.879721),425918,8255,387616,30047,,,Philippines
,Singapore,2020-11-27,1.2833,103.8333,POINT(103.8333 1.2833),58199,28,58111,60,,,Singapore
,Thailand,2020-11-27,15.870032,100.992541,POINT(100.992541 15.870032),3966,60,3798,108,,,Thailand
,Timor-Leste,2020-11-27,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-27,14.058324,108.277199,POINT(108.277199 14.058324),1339,35,1170,134,,,Vietnam
,Brunei,2020-07-12,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-12,21.9162,95.956,POINT(95.956 21.9162),331,6,261,64,,,Burma
,Cambodia,2020-07-12,11.55,104.9167,POINT(104.9167 11.55),156,0,133,23,,,Cambodia
,Indonesia,2020-07-12,-0.7893,113.9213,POINT(113.9213 -0.7893),75699,3606,35638,36455,,,Indonesia
,Laos,2020-07-12,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-12,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8718,122,8519,77,,,Malaysia
,Philippines,2020-07-12,12.879721,121.77401699999999,POINT(121.774017 12.879721),56259,1534,16046,38679,,,Philippines
,Singapore,2020-07-12,1.2833,103.8333,POINT(103.8333 1.2833),45961,26,42285,3650,,,Singapore
,Thailand,2020-07-12,15.870032,100.992541,POINT(100.992541 15.870032),3217,58,3088,71,,,Thailand
,Timor-Leste,2020-07-12,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-12,14.058323999999999,108.277199,POINT(108.277199 14.058324),372,0,350,22,,,Vietnam
,Singapore,2020-02-18,,,,81,0,29,,,,
,Thailand,2020-02-18,,,,35,0,15,,,,
,Malaysia,2020-02-18,,,,22,0,13,,,,
,Vietnam,2020-02-18,,,,16,0,7,,,,
,Philippines,2020-02-18,,,,3,1,1,,,,
,Cambodia,2020-02-18,,,,1,0,1,,,,
,Brunei,2020-12-29,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-29,21.9162,95.956,POINT(95.956 21.9162),123153,2637,105279,15237,,,Burma
,Cambodia,2020-12-29,11.55,104.9167,POINT(104.9167 11.55),364,0,361,3,,,Cambodia
,Indonesia,2020-12-29,-0.7893,113.9213,POINT(113.9213 -0.7893),727122,21703,596783,108636,,,Indonesia
,Laos,2020-12-29,19.85627,102.495496,POINT(102.495496 19.85627),41,0,40,1,,,Laos
,Malaysia,2020-12-29,4.2104839999999992,101.975766,POINT(101.975766 4.210484),108615,457,86715,21443,,,Malaysia
,Philippines,2020-12-29,12.879721,121.774017,POINT(121.774017 12.879721),471526,9162,439016,23348,,,Philippines
,Singapore,2020-12-29,1.2833,103.8333,POINT(103.8333 1.2833),58542,29,58400,113,,,Singapore
,Thailand,2020-12-29,15.870032,100.992541,POINT(100.992541 15.870032),6690,61,4212,2417,,,Thailand
